"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",make,vrm,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,page
169368,"PRIVATE
HIRE",07/11/2023,07/05/2024,4554,"TOYOTA PRIUS
HYBRID",DX18 EUT,HYBRID,01/05/2018,4,NO,NO,,32
169658,"PRIVATE
HIRE",20/10/2023,30/04/2024,4557,RENAULT MEGANE,DN18 ZRR,DIESEL,27/05/2018,4,NO,NO,,32
169716,"PRIVATE
HIRE",18/10/2023,08/05/2024,4561,SKODA OCTAVIA SE,DC19 VRF,DIESEL,20/06/2019,4,NO,NO,,32
169864,"PRIVATE
HIRE",03/11/2023,17/05/2024,4562,TOYOTA COROLLA,FE69 OXG,HYBRID,30/09/2019,4,NO,NO,,32
169893,"PRIVATE
HIRE",07/11/2023,11/05/2024,4563,HYUNDAI IONIQ SE,KU18 ORO,HYBRID,19/03/2018,4,NO,NO,,32
169367,"PRIVATE
HIRE",09/11/2023,22/05/2024,4564,HYUNDAI IONIQ SE,LGZ 8719,HYBRID,11/01/2019,4,NO,NO,,32
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,33
169576,"PRIVATE
HIRE",25/01/2024,24/07/2024,4565,AUDI A6,FG67 HZM,DIESEL,28/09/2017,4,NO,NO,,33
170000,"PRIVATE
HIRE",20/11/2023,27/05/2024,4567,"TOYOTA CAMRY
EXCEL",C4 RFY,HYBRID,09/09/2022,4,NO,NO,YES,33
170050,"PRIVATE
HIRE",24/11/2023,28/05/2024,4568,"TOYOTA C-HR ICON
HEV CVT",MF69 VBO,HYBRID,27/09/2019,4,NO,NO,,33
170092,"PRIVATE
HIRE",20/12/2023,19/06/2024,4571,HYUNDAI IONIQ,BG72 FOK,HYBRID,15/11/2022,4,NO,NO,,33
170093,"PRIVATE
HIRE",19/12/2023,18/06/2024,4572,HYUNDAI IONIQ,BG72 EDU,HYBRID,15/11/2022,4,NO,NO,,33
170098,"PRIVATE
HIRE",04/01/2024,03/07/2024,4574,HYUNDAI IONIQ,BG72 FON,HYBRID,15/11/2022,4,NO,NO,,33
170099,"PRIVATE
HIRE",12/01/2024,11/07/2024,4575,HYUNDAI IONIQ,BG72 FOH,HYBRID,15/11/2022,4,NO,NO,,33
170082,"PRIVATE
HIRE",12/12/2023,11/06/2024,4576,RENAULT MEGANE,MJ67 VZG,DIESEL,25/11/2017,4,NO,NO,,33
170217,"PRIVATE
HIRE",29/11/2023,30/05/2024,4577,TOYOTA COROLLA,BW21 VVP,HYBRID,30/06/2021,4,NO,NO,,33
170200,"PRIVATE
HIRE",21/11/2023,04/06/2024,4578,"HYUNDAI IONIQ
PREMIUM",ML19 XBU,HYBRID,22/03/2019,4,NO,NO,,33
169678,"PRIVATE
HIRE",16/01/2024,15/07/2024,4579,TOYOTA AURIS,SJ18 YKK,HYBRID,31/03/2018,4,NO,NO,,33
170252,"PRIVATE
HIRE",29/11/2023,01/06/2024,4580,TOYOTA COROLLA,ST19 CEF,HYBRID,07/06/2019,4,NO,NO,,33
170255,"PRIVATE
HIRE",04/12/2023,08/06/2024,4582,MG5 EV,PX72 WRA,ELECTRIC,30/09/2022,4,NO,NO,,33
170288,"PRIVATE
HIRE",29/11/2023,01/06/2024,4583,"RENAULT KADJAR
DYNAMIQUE",SB18 TKJ,DIESEL,03/07/2018,4,NO,NO,,33
170354,"PRIVATE
HIRE",06/12/2023,04/06/2024,4584,TOYOTA COROLLA,FP70 SJO,HYBRID,31/10/2020,4,NO,NO,,33
170521,"PRIVATE
HIRE",01/12/2023,14/06/2024,4588,TOYOTA AURIS,DA68 TYK,HYBRID,28/12/2018,4,NO,NO,,33
170560,"PRIVATE
HIRE",27/12/2023,26/06/2024,4589,HYUNDAI IONIQ,CK19 SFZ,HYBRID,01/03/2019,4,NO,NO,,33
170682,"PRIVATE
HIRE",26/02/2024,26/08/2024,4591,HYUNDAI IONIQ,BF72 HDL,HYBRID,11/10/2022,4,NO,NO,,33
170683,"PRIVATE
HIRE",29/01/2024,28/07/2024,4592,HYUNDAI IONIQ,BF72 HDJ,HYBRID,13/10/2022,4,NO,NO,,33
170688,"PRIVATE
HIRE",23/01/2024,22/07/2024,4593,HYUNDAI IONIQ,BF72 HBO,HYBRID,13/10/2022,4,NO,NO,,33
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,34
170750,"PRIVATE
HIRE",29/12/2023,28/06/2024,4594,RENAULT MEGANE,MH19 RKV,DIESEL,05/08/2019,4,NO,NO,,34
170760,"PRIVATE
HIRE",31/01/2024,13/08/2024,4595,MERCEDES BENZ,KM18 LRK,DIESEL,26/03/2018,4,NO,NO,,34
170687,"PRIVATE
HIRE",30/01/2024,29/07/2024,4597,"HYUNDAI IONIQ SE
CONNECT",BF72 HGM,HYBRID,08/12/2022,4,NO,NO,,34
170684,"PRIVATE
HIRE",22/12/2023,21/06/2024,4598,HYUNDAI IONIQ,BF72 HFP,HYBRID,08/12/2022,4,NO,NO,,34
170753,"PRIVATE
HIRE",09/06/2023,12/06/2024,4599,4140,HV72 UAD,ELECTRIC,28/09/2022,4,NO,NO,,34
170898,"PRIVATE
HIRE",18/01/2024,08/08/2024,4603,BMW 316D,GX68 NVD,DIESEL,21/01/2019,4,NO,NO,,34
170927,"PRIVATE
HIRE",03/01/2024,02/07/2024,4604,HYUNDAI IONIQ,YP68 TCU,HYBRID,28/12/2018,4,NO,NO,,34
170918,"PRIVATE
HIRE",27/12/2023,09/07/2024,4605,SKODA OCTAVIA,WU69 NWG,DIESEL,27/09/2019,4,NO,NO,,34
170622,"PRIVATE
HIRE",05/02/2024,04/08/2024,4606,MERCEDES VITO,BU68 KYV,DIESEL,17/12/2018,8,NO,NO,,34
171058,"PRIVATE
HIRE",18/01/2024,18/07/2024,4607,HYUNDAI IONIQ,FP18 EZW,HYBRID,31/05/2018,4,NO,NO,,34
171060,"PRIVATE
HIRE",09/01/2024,17/07/2024,4608,FORD GRAND C-MAX,PF18 UAA,DIESEL,12/07/2018,6,NO,NO,,34
171069,"PRIVATE
HIRE",15/12/2023,15/07/2024,4609,TOYOTA COROLLA,CA19 KNO,HYBRID,30/04/2019,4,NO,NO,,34
171221,"PRIVATE
HIRE",15/02/2024,14/08/2024,4611,HYUNDAI IONIQ,BF72 HEJ,HYBRID,13/10/2022,4,NO,NO,,34
171222,"PRIVATE
HIRE",09/02/2024,08/08/2024,4612,HYUNDAI IONIQ,BF72 HBZ,HYBRID,13/10/2022,4,NO,NO,,34
171223,"PRIVATE
HIRE",16/02/2024,15/08/2024,4613,HYUNDAI IONIQ,BF72 HFY,HYBRID,13/10/2022,4,NO,NO,,34
171224,"PRIVATE
HIRE",27/02/2024,26/08/2024,4614,HYUNDAI IONIQ,BF72 HGU,HYBRID,13/10/2022,4,NO,NO,,34
171225,"PRIVATE
HIRE",29/02/2024,28/08/2024,4615,HYUNDAI IONIQ,BF72 HDY,HYBRID,13/10/2022,4,NO,NO,,34
171232,"PRIVATE
HIRE",05/02/2024,04/08/2024,4616,HYUNDAI IONIQ,BF72 HFS,HYBRID,13/10/2022,4,NO,NO,,34
171233,"PRIVATE
HIRE",29/02/2024,28/08/2024,4617,HYUNDAI IONIQ,BF72 HGX,HYBRID,13/10/2022,4,NO,NO,,34
171303,"PRIVATE
HIRE",11/01/2024,16/07/2024,4619,"MERCEDES BENZ E
220D",LS69 FWX,DIESEL,30/09/2019,4,NO,NO,YES,34
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,35
171379,"PRIVATE
HIRE",26/01/2024,26/07/2024,4620,"MERCEDES BENZ V220
SPORT",FR09 GYD,DIESEL,01/03/2018,6,NO,NO,YES,35
171283,"PRIVATE
HIRE",17/01/2024,16/07/2024,4621,"TOYOTA C-HR ICON
HEV CVT",MW22 MZN,HYBRID,23/06/2022,4,NO,NO,,35
171322,"PRIVATE
HIRE",31/01/2024,30/07/2024,4622,SKODA OCTAVIA,GD19 DDO,PETROL,18/04/2019,4,NO,NO,,35
171103,"PRIVATE
HIRE",28/02/2024,23/09/2024,4623,VW SHARAN SE TDI,PG68 AED,DIESEL,04/02/2019,6,NO,NO,,35
171420,"PRIVATE
HIRE",02/02/2024,02/08/2024,4625,HYUNDAI IONIQ,WM19 KAK,HYBRID,16/08/2019,4,NO,NO,,35
171571,"PRIVATE
HIRE",08/02/2024,09/08/2024,4626,TOYOTA COROLLA,GV69 NWZ,HYBRID,20/12/2019,4,NO,NO,,35
171580,"PRIVATE
HIRE",30/01/2024,19/08/2024,4627,SKODA OCTAVIA,LB69 WMC,PETROL,29/12/2019,4,NO,NO,,35
171277,"PRIVATE
HIRE",31/01/2024,30/07/2024,4628,DACIA LOGAN,KN19 AWT,DIESEL,24/07/2019,4,NO,NO,,35
171691,"PRIVATE
HIRE",04/03/2024,10/09/2024,4630,KIA NIRO 2 S-A,PK69 NPE,HYBRID,25/10/2019,4,NO,NO,,35
171714,"PRIVATE
HIRE",05/01/2024,29/07/2024,4631,TOYOTA PRIUS PLUS,DE69 JBZ,HYBRID,11/11/2019,6,NO,NO,,35
171719,"PRIVATE
HIRE",06/02/2024,08/08/2024,4632,TOYOTA COROLLA,FY20 KNP,HYBRID,03/03/2020,4,NO,NO,,35
171736,"PRIVATE
HIRE",02/04/2024,01/10/2024,4633,"TOYOTA PRIUS
BUSINESS ED",KD19 FLX,PETROL,26/07/2019,4,NO,NO,,35
171869,"PRIVATE
HIRE",12/04/2024,11/10/2024,4634,HYUNDAI IONIQ,BG72 EAW,HYBRID,20/09/2022,4,NO,NO,,35
171864,"PRIVATE
HIRE",02/02/2024,05/08/2024,4635,"MERCEDES BENZ E
220D",OY69 WHD,DIESEL,30/09/2019,4,NO,NO,,35
171866,"PRIVATE
HIRE",11/03/2024,10/09/2024,4636,HYUNDAI IONIQ,BD72 TWY,HYBRID,24/10/2022,4,NO,NO,,35
171867,"PRIVATE
HIRE",04/04/2024,03/10/2024,4637,"HYUNDAI IONIQ SE
CONNECT",BD72 UAE,HYBRID,24/10/2022,4,NO,NO,,35
171875,"PRIVATE
HIRE",20/03/2024,19/09/2024,4638,"RENAULT MEGANE
PLAY BLUE",MA69 LDJ,DIESEL,27/11/2019,4,NO,NO,,35
171870,"PRIVATE
HIRE",17/04/2024,16/10/2024,4639,HYUNDAI IONIQ,BJ72 YVL,HYBRID,24/10/2022,4,NO,NO,,35
171871,"PRIVATE
HIRE",05/04/2024,04/10/2024,4640,"HYUNDAI IONIQ SE
CONNECT",BG72 FOV,HYBRID,22/09/2022,4,NO,NO,,35
171872,"PRIVATE
HIRE",12/04/2024,11/10/2024,4641,HYUNDAI IONIQ,BF72 HFX,HYBRID,13/10/2022,4,NO,NO,,35
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,36
171874,"PRIVATE
HIRE",11/04/2024,10/10/2024,4643,"HYUNDAI IONIQ SE
CONNECT",BF72 HFB,HYBRID,13/10/2022,4,NO,NO,,36
171888,"PRIVATE
HIRE",22/02/2024,23/08/2024,4644,VW SHARAN,PJ19 CUU,DIESEL,31/03/2019,6,NO,YES,,36
171896,"PRIVATE
HIRE",16/02/2024,28/08/2024,4645,"TOYOTA COROLLA
ICON TECH",AF20 SVC,HYBRID,20/07/2020,4,NO,NO,,36
172003,"PRIVATE
HIRE",06/03/2024,05/09/2024,4646,"RENAULT MEGANE
ICONIC",MH19 RNO,DIESEL,13/08/2019,4,NO,NO,,36
172055,"PRIVATE
HIRE",11/03/2024,10/09/2024,4648,AUDI A6 S LINE,V11 USY,DIESEL,18/07/2019,4,NO,NO,,36
172056,"PRIVATE
HIRE",06/03/2024,05/09/2024,4649,"RENAULT MEGANE
EXPRESSION",MF18 EFM,DIESEL,27/03/2018,4,NO,NO,,36
172150,"PRIVATE
HIRE",13/02/2024,28/08/2024,4650,"TOYOTA COROLLA
EXCEL HEV CVT",RO20 DJU,HYBRID,24/06/2020,4,NO,NO,,36
172261,"PRIVATE
HIRE",04/04/2024,03/10/2024,4651,"TOYOTA COROLLA
EXCEL",AR19 RYB,HYBRID,12/08/2019,4,NO,NO,,36
172217,"PRIVATE
HIRE",20/03/2024,19/09/2024,4652,FORD GALAXY ZETEC,YT18 WEV,DIESEL,15/03/2018,6,NO,NO,,36
172505,"PRIVATE
HIRE",08/04/2024,10/10/2024,4653,"SEAT LEON SE
DYNAMIC",BG19 LMM,DIESEL,30/04/2019,4,NO,NO,,36
172525,"PRIVATE
HIRE",13/03/2024,13/09/2024,4654,"TOYOTA C-HR ICON
HEV CVT",SX19 NBK,HYBRID,25/06/2019,4,NO,NO,,36
172503,"PRIVATE
HIRE",15/03/2024,25/09/2024,4656,FIAT TIPO LOUNGE,YY18 YOW,DIESEL,30/06/2018,4,NO,NO,,36
172594,"PRIVATE
HIRE",13/10/2023,19/04/2024,4658,RENAULT MEGANE,MK18 FEP,DIESEL,01/03/2018,4,NO,NO,,36
172561,"PRIVATE
HIRE",06/03/2024,27/09/2024,4659,"TOYOTA C-HR ICON
HEV CVT",MK21 TTE,HYBRID,14/07/2021,4,NO,NO,,36
172541,"PRIVATE
HIRE",28/02/2024,23/09/2024,4660,"SKODA OCTAVIA SE
TECHNOLOGY",GL19 SSX,DIESEL,09/04/2019,4,NO,NO,,36
172648,"PRIVATE
HIRE",20/03/2024,02/10/2024,4661,"MERCEDES VITO 114
BLUETEC TOURER",KX19 PCU,DIESEL,28/03/2019,8,NO,NO,,36
172572,"PRIVATE
HIRE",17/04/2024,03/11/2024,4663,"TOYOTA COROLLA
DESIGN",PF69 OOW,HYBRID,24/01/2020,4,NO,NO,,36
172540,"PRIVATE
HIRE",18/03/2024,23/09/2024,4664,"HYUNDAI SANTA FE
ULTIMATE",PN23 VYV,HYBRID,11/03/2023,6,NO,NO,,36
172705,"PRIVATE
HIRE",01/03/2024,27/09/2024,4667,"TOYOTA COROLLA
ICON TECH",SC21 WKK,HYBRID,08/07/2021,4,NO,NO,,36
172712,"PRIVATE
HIRE",18/04/2024,18/10/2024,4669,"TOYOTA COROLLA
ICON TECH",FP69 OTC,HYBRID,11/12/2019,4,NO,NO,,36
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,37
172746,"PRIVATE
HIRE",22/03/2024,10/10/2024,4670,TOYOTA C-HR EXCEL,PO19 MYV,HYBRID,22/03/2019,4,NO,NO,,37
172806,"PRIVATE
HIRE",15/11/2023,14/05/2024,4673,"TOYOTA C-HR ICON
HEV CVT",DA21 RMZ,HYBRID,19/05/2021,4,NO,NO,,37
172812,"PRIVATE
HIRE",25/10/2023,27/04/2024,4675,TOYOTA COROLLA,YF21 PZT,HYBRID,16/06/2021,4,NO,NO,,37
172711,"PRIVATE
HIRE",03/01/2024,02/07/2024,4677,SKODA OCTAVIA,GC19 MZJ,PETROL,04/07/2019,4,NO,NO,,37
172888,"PRIVATE
HIRE",11/03/2024,10/10/2024,4680,AUDI A6 S LINE,MM19 VFR,DIESEL,23/05/2019,4,NO,NO,YES,37
172776,"PRIVATE
HIRE",07/11/2023,06/05/2024,4682,TOYOTA C-HR EXCEL,FL19 KHD,HYBRID,17/05/2019,4,NO,NO,,37
172935,"PRIVATE
HIRE",09/11/2023,08/05/2024,4684,"HYUNDAI IONIQ
PREMIUM",AK69 LRV,HYBRID,14/11/2019,4,NO,NO,,37
172940,"PRIVATE
HIRE",31/10/2023,03/05/2024,4685,"TOYOTA CAMRY
DESIGN VVT-I HEV CVT",D1 LYH,HYBRID,10/09/2019,4,NO,NO,,37
172943,"PRIVATE
HIRE",02/10/2023,30/04/2024,4686,TOYOTA COROLLA,YX69 UNJ,HYBRID,12/09/2019,4,NO,NO,,37
172979,"PRIVATE
HIRE",16/04/2024,16/10/2024,4687,"TOYOTA AURIS ICON
TECH",FN68 BXG,HYBRID,07/09/2018,4,NO,NO,,37
172929,"PRIVATE
HIRE",09/04/2024,10/10/2024,4688,TOYOTA COROLLA,ML23 KXS,HYBRID,27/03/2023,4,NO,NO,,37
172984,"PRIVATE
HIRE",16/04/2024,16/10/2024,4689,"VAUXHALL
CROSSLAND X ELITE",KM69 FTV,DIESEL,26/09/2019,4,NO,NO,,37
173111,"PRIVATE
HIRE",27/10/2023,08/05/2024,4690,"TOYOTA COROLLA
ICON",MJ23 SZP,HYBRID,29/03/2023,4,NO,NO,,37
173137,"PRIVATE
HIRE",02/11/2023,08/05/2024,4691,TOYOTA AURIS,FM18 UPN,HYBRID,20/07/2018,4,NO,NO,,37
173123,"PRIVATE
HIRE",10/04/2024,20/10/2024,4692,HYUNDAI IONIQ SE,LGZ 4965,HYBRID,26/10/2018,4,NO,NO,,37
173276,"PRIVATE
HIRE",15/04/2024,20/10/2024,4693,"TOYOTA COROLLA
ICON HEV",MJ23 ODK,HYBRID,11/04/2023,4,NO,NO,,37
173682,"PRIVATE
HIRE",31/10/2023,21/05/2024,4694,"TOYOTA PRIUS
BUSINESS",DA69 YVW,HYBRID,04/02/2020,4,NO,NO,,37
173342,"PRIVATE
HIRE",19/04/2024,17/11/2024,4696,SKODA KAMIQ SE,DF69 LWD,DIESEL,30/12/2019,4,NO,NO,,37
173369,"PRIVATE
HIRE",08/04/2024,07/10/2024,4697,DACIA LOGAN,PY18 BPZ,DIESEL,28/06/2018,4,NO,NO,,37
173454,"PRIVATE
HIRE",26/10/2023,03/05/2024,4698,RENAULT MEGANE,MD19 XWS,DIESEL,07/08/2019,4,NO,NO,,37
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,38
173455,"PRIVATE
HIRE",25/10/2023,27/04/2024,4699,"RENAULT MEGANE
ICONIC",MH19 OVE,DIESEL,05/08/2019,4,NO,NO,,38
173475,"PRIVATE
HIRE",25/10/2023,01/05/2024,4700,BMW 520D,VOI 92,DIESEL,22/05/2020,4,NO,NO,YES,38
173394,"PRIVATE
HIRE",19/01/2024,18/07/2024,4702,SKODA OCTAVIA,BC18 AXO,DIESEL,20/08/2018,4,NO,NO,,38
173595,"PRIVATE
HIRE",10/11/2023,14/05/2024,4704,TESLA MODEL Y,LD23 WZH,ELECTRIC,29/03/2023,4,NO,NO,,38
173233,"PRIVATE
HIRE",15/11/2023,14/05/2024,4705,BMW 520D M SPORT,FD69 LKJ,DIESEL,11/12/2019,4,NO,NO,YES,38
173542,"PRIVATE
HIRE",02/11/2023,11/05/2024,4706,"HYUNDAI IONIQ
PREMIUM",MF20 OXK,HYBRID,27/07/2020,4,NO,NO,,38
173660,"PRIVATE
HIRE",17/11/2023,16/05/2024,4708,RENAULT MEGANE,MF20 OBS,DIESEL,13/03/2020,4,NO,NO,,38
173755,"PRIVATE
HIRE",07/12/2023,06/06/2024,4710,FORD FOCUS,MJ68 RYV,DIESEL,26/10/2018,4,NO,NO,,38
173767,"PRIVATE
HIRE",11/12/2023,10/06/2024,4711,PEUGEOT 308,LR68 BOH,DIESEL,28/09/2018,4,NO,NO,,38
173798,"PRIVATE
HIRE",22/03/2024,21/09/2024,4712,"MERCEDES BENZ E
220D",WO68 DXR,DIESEL,31/10/2018,4,NO,NO,YES,38
175703,"PRIVATE
HIRE",24/11/2023,23/05/2024,4713,"MERCEDES-BENZ VITO
114 BLUETEC TOURER
SELECT",KX19 UMJ,DIESEL,09/05/2019,8,NO,YES,,38
173779,"PRIVATE
HIRE",21/12/2023,20/06/2024,4714,TOYOTA PRIUS,MJ19 VWW,HYBRID,20/03/2019,4,NO,NO,,38
173826,"PRIVATE
HIRE",15/01/2024,14/07/2024,4716,TOYOTA COROLLA,WN69 AJV,PETROL,30/10/2019,4,NO,NO,,38
173548,"PRIVATE
HIRE",16/02/2024,28/08/2024,4717,"SKODA OCTAVIA SE
TECHNOLOGY",BC19 PVA,PETROL,17/06/2019,4,NO,NO,,38
173942,"PRIVATE
HIRE",12/12/2023,11/06/2024,4720,"TOYOTA C-HR ICON
HEV CVT",MW23 AFY,PETROL,17/05/2023,4,NO,NO,,38
174350,"PRIVATE
HIRE",08/01/2024,12/07/2024,4721,"MERCEDES-BENZ E300
AMG LINE EDITION D
AUTO",YF20 XKN,DIESEL,19/08/2020,4,NO,NO,,38
173980,"PRIVATE
HIRE",01/12/2023,31/05/2024,4722,HYUNDAI IONIQ,VN19 MWL,HYBRID,26/04/2019,4,NO,NO,,38
174031,"PRIVATE
HIRE",19/12/2023,25/06/2024,4723,TOYOTA COROLLA,DL21 FHG,HYBRID,22/03/2021,4,NO,NO,,38
174019,"PRIVATE
HIRE",28/11/2023,22/06/2024,4724,VW ID.3,DT21 CBX,ELECTRIC,16/07/2021,4,NO,NO,,38
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,39
174021,"PRIVATE
HIRE",18/12/2023,17/06/2024,4725,FORD FOCUS,YP18 RUR,DIESEL,31/07/2018,4,NO,NO,,39
174038,"PRIVATE
HIRE",21/12/2023,25/06/2024,4726,HYUNDAI IONIQ,EF70 YOJ,HYBRID,27/01/2021,4,NO,NO,,39
174050,"PRIVATE
HIRE",12/12/2023,11/06/2024,4728,"MERCEDES BENZ E
220D",KO19 YDN,DIESEL,23/05/2019,4,NO,NO,,39
174144,"PRIVATE
HIRE",15/11/2023,08/06/2024,4729,TOYOTA COROLLA,DG23 YVV,HYBRID,16/03/2023,4,NO,NO,,39
174132,"PRIVATE
HIRE",28/11/2023,14/06/2024,4730,FORD,BL69 HJE,DIESEL,31/12/2019,4,NO,NO,,39
174219,"PRIVATE
HIRE",28/12/2023,27/06/2024,4731,TOYOTA COROLLA,MT69 AEL,HYBRID,30/10/2019,4,NO,NO,,39
174220,"PRIVATE
HIRE",27/12/2023,27/06/2024,4732,TOYOTA COROLLA,ML23 HXH,HYBRID,22/03/2023,4,NO,NO,,39
174222,"PRIVATE
HIRE",15/12/2023,19/06/2024,4733,"TOYOTA C-HR ICON
HEV CVT",FH68 WHD,HYBRID,07/02/2019,4,NO,NO,,39
174224,"PRIVATE
HIRE",13/12/2023,12/06/2024,4734,LEXUS ES 300H,BF70 GGY,HYBRID,07/09/2020,4,NO,NO,,39
173961,"PRIVATE
HIRE",02/01/2024,01/07/2024,4735,TOYOTA COROLLA,HG70 FKM,HYBRID,16/02/2021,4,NO,NO,,39
174797,"PRIVATE
HIRE",11/03/2024,10/09/2024,4736,BMW 520D,PG68 JVR,DIESEL,22/02/2019,4,NO,NO,,39
174253,"PRIVATE
HIRE",06/12/2023,22/06/2024,4738,KIA CEED,MV69 YNX,DIESEL,12/09/2019,4,NO,YES,,39
174346,"PRIVATE
HIRE",19/12/2023,19/06/2024,4742,MERCEDES VITO,YC22 CZJ,DIESEL,14/04/2022,8,NO,NO,,39
174342,"PRIVATE
HIRE",06/12/2023,27/06/2024,4743,"MERCEDES BENZ E
220D",YE19 UMX,DIESEL,29/03/2019,4,NO,NO,,39
174334,"PRIVATE
HIRE",18/01/2024,17/07/2024,4744,"MERCEDES BENZ C220
SPORT",KN70 WZJ,DIESEL,08/09/2020,4,NO,NO,,39
174336,"PRIVATE
HIRE",29/12/2023,28/06/2024,4745,TOYOTA PRIUS PLUS,YR20 OHU,HYBRID,11/03/2020,6,NO,NO,,39
174369,"PRIVATE
HIRE",23/01/2024,23/07/2024,4746,"TOYOTA AURIS
DESIGN HEV",WG68 OZS,HYBRID,15/01/2019,4,NO,NO,,39
174370,"PRIVATE
HIRE",21/12/2023,27/06/2024,4747,TOYOTA AURIS,FX68 RWW,HYBRID,14/09/2018,4,NO,NO,,39
174340,"PRIVATE
HIRE",16/02/2024,15/08/2024,4748,BMW 220D LUXURY,WR20 XSL,DIESEL,29/07/2020,6,NO,NO,,39
174345,"PRIVATE
HIRE",22/01/2024,24/07/2024,4749,FORD S-MAX,FM68 HVD,DIESEL,28/02/2019,6,NO,NO,,39
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,40
174463,"PRIVATE
HIRE",30/01/2024,29/07/2024,4750,"FORD FOCUS ZETEC
EDITION",YP18 RYZ,DIESEL,31/07/2018,4,NO,NO,,40
174456,"PRIVATE
HIRE",09/02/2024,10/08/2024,4752,HYUNDAI IONIQ,EK68 LSZ,HYBRID,27/09/2018,4,NO,NO,,40
175057,"PRIVATE
HIRE",27/02/2024,14/09/2024,4753,"TOYOTA PRIUS EXCEL
TSS",MA20 AYB,HYBRID,20/03/2020,6,NO,NO,YES,40
174532,"PRIVATE
HIRE",13/02/2024,12/08/2024,4754,"SUZUKI SWACE
MOTION HEV CVT",MF23 YME,HYBRID,16/06/2023,4,NO,NO,,40
172227,"PRIVATE
HIRE",06/03/2024,11/09/2024,4755,"TOYOTA COROLLA
ICON TECH",FG70 PHO,PETROL,29/09/2020,4,NO,NO,,40
174232,"PRIVATE
HIRE",03/01/2024,13/07/2024,4756,TOYOTA AURIS,FX19 XTB,HYBRID,19/03/2019,4,NO,NO,,40
174574,"PRIVATE
HIRE",29/01/2024,28/07/2024,4757,BMW 530D,VOI 52,DIESEL,01/03/2022,4,NO,NO,YES,40
174578,"PRIVATE
HIRE",09/01/2024,09/07/2024,4758,"RENAULT MEGANE
ICONIC BLUE",AW19 MDK,DIESEL,31/07/2019,4,NO,NO,,40
174580,"PRIVATE
HIRE",11/03/2024,12/09/2024,4759,"TOYOTA COROLLA
ICON HEV CVT",ML23 UVD,HYBRID,26/06/2023,4,NO,NO,,40
174583,"PRIVATE
HIRE",18/01/2024,24/07/2024,4760,FORD GRAND C-MAX,WK19 JOU,DIESEL,07/03/2019,6,NO,NO,,40
174660,"PRIVATE
HIRE",17/01/2024,17/07/2024,4761,TOYOTA PRIUS PLUS,DE69 OOG,HYBRID,13/11/2019,6,NO,NO,,40
174534,"PRIVATE
HIRE",29/01/2024,28/07/2024,4762,SKODA SUPERB,EY70 XDJ,DIESEL,30/10/2020,4,NO,NO,,40
174673,"PRIVATE
HIRE",16/01/2024,17/07/2024,4763,TOYOTA COROLLA,LO23 MBV,HYBRID,20/06/2023,4,NO,NO,,40
